DocID,typeOfMaterial,news_desk,headline,lead_paragraph,word_count,publication_date,person,keywords,glocation,section_name
4fc477ef45c1498b0d9f1e7b,Article, , Resistant Bacteria Pose A New Danger; Industry Threatened ,"Bacteria--those tiny ""bugs"" that invade bodies and sometimes rise havoc--are beginning to fight back against man's attempt to control them with modern drugs. Moreover, the bacteria are waging such a good fight that many scientists from around the world have become ...Bacteria--those tiny ""bugs"" that invade bodies and sometimes rise havoc--are beginning to fight back against man's attempt to control them with modern drugs. Moreover, the bacteria are waging such a good fight that many scientists from around the world have become ... | Bacteria--those tiny ""bugs"" that invade bodies and sometimes rise havoc--are beginning to fight back against man's attempt to control them with modern drugs. Moreover, the bacteria are waging such a good fight that many scientists from around the... | ",902,18/10/1970, , ANTIBIOTICS | , , 
4fc46ffe45c1498b0d9ce3b5,Article, , How Safe Is Pot? Tests Raise Serious Questions; Difficult to Test ,Marijuana is one of the oldest and most widely used drubs known to man. Yet scientists know less about its safety than they do about many newer drugs.Marijuana is one of the oldest and most widely used drubs known to man. Yet scientists know less about its safety than they do about many newer drugs. | Article on recent experiments and tests raising serious questions concerning safety of marijuana | ,958,18/10/1970, ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc477f245c1498b0d9f239a,Article, , The Nation; Voters this Year Say They Are 'Not for Anybody' ,article on jury rept and reaction to itarticle on jury rept and reaction to it | ,8424,25/10/1970, ," UNITED STATES | UNITED STATES | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | UNITED STATES | JAPAN | UNITED STATES | REPUBLICAN PARTY | DEMOCRATIC PARTY | NEGROES | NEGROES | KENT STATE UNIVERSITY | COMMERCE | COLLEGES AND UNIVERSITIES | RACIAL PROBLEMS | ELECTIONS | GOVERNOR | ELECTIONS | GOVERNOR | ELECTIONS | GOVERNOR | CAMPAIGN OUTLOOK AND GENERAL COMMENT | POPULATION AND VITAL STATISTICS | CENSUS, '70 | FOREIGN RELATIONS AND SERVICE | EDUCATION AND SCHOOLS | FEDERAL LEGISLATION | SOUTH | TEXTILES | EXPORTS AND IMPORTS | ", UNITED STATES | UNITED STATES | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | UNITED STATES | JAPAN | UNITED STATES | , 
4fc4774c45c1498b0d9ef1de,Article, , Debate by the Three Major Candidates in the Race for Governor; THE GROUND RULES ,"I'd like to welcome the three of you to The Times--Governor Rockefeller, Mr. Goldberg, Dr. Adams. We're delighted that you've agreed to come together here for your first three-way debate of the campaign. We hope your answers to the questions our reporters will pose will help clarify some of the major issues of the campaign for our readers and we're confident that we'll all leave this conference room enlightened and with no bloodshed.I'd like to welcome the three of you to The Times--Governor Rockefeller, Mr. Goldberg, Dr. Adams. We're delighted that you've agreed to come together here for your first three-way debate of the campaign. We hope your answers to the questions our reporters will pose will help clarify some of the major issues of the campaign for our readers and we're confident that we'll all leave this conference room enlightened and with no bloodshed. | I'd like to welcome the three of you to The Times--Governor Rockefeller, Mr. Goldberg, Dr. Adams. We're delighted that you've agreed to come together here for your first three-way debate of the campaign. We hope your answers to the questions our... | Illus at debate between 3 Gov candidates, held at Times | ",15977,22/10/1970, ," ADAMS, PAUL L | ADAMS, PAUL L | ROCKEFELLER, NELSON ALDRICH | ROCKEFELLER, NELSON ALDRICH | ROCKEFELLER, NELSON ALDRICH | RONAN, THOMAS P. | ROCKEFELLER, NELSON ALDRICH | ROCKEFELLER, NELSON ALDRICH | ROCKEFELLER, NELSON ALDRICH | ROCKEFELLER, NELSON ALDRICH | REEVES, RICHARD | LYNN, FRANK | GOLDBERG, ARTHUR J. | GOLDBERG, ARTHUR J. | GELB, ARTHUR | KNOWLES, CLAYTON | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | VIETNAM | NEW YORK STATE | DEMOCRATIC PARTY | CONSERVATIVE PARTY | LEGISLATURE | REPUBLICAN PARTY | PRESS RELATIONS | PORTRAITS AND ILLUSTRATIONS | PORTRAITS AND ILLUSTRATIONS | PORTRAITS AND ILLUSTRATIONS | ADDRESSES, LETTERS AND STATEMENTS | ELECTIONS | PORTRAITS AND ILLUSTRATIONS | POLITICS AND GOVERNMENT | ELECTIONS | GOVERNOR | ELECTIONS | GOVERNOR | ELECTIONS | GOVERNOR | CAMPAIGN OUTLOOK AND GENERAL COMMENT | FINANCES | BUDGET | NEW YORK TIMES | SPECIAL SECTIONS | FINANCES | BUDGET | SESSIONS | ELECTIONS | PRESS COVERAGE | NEW YORK TIMES | EDITORIAL POLICY AND NEWS COVERAGE | ELECTIONS | GOVERNOR | GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS | UNEMPLOYMENT INSURANCE | UNEMPLOYMENT INSURANCE | TAXATION | ", NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | NEW YORK STATE | VIETNAM | NEW YORK STATE | , 
4fc4746e45c1498b0d9e19d3,Article, , GENETIC DEFECTS MAY BE SCREENED; New Technique to Be Tested on Group From Japan ,"WASHINGTON, Nov. 6 Techniques that have become available in recent years may make it possible to start screening the population for environmental influences that could be producing genetic effects, a scientist said today.WASHINGTON, Nov. 6 Techniques that have become available in recent years may make it possible to start screening the population for environmental influences that could be producing genetic effects, a scientist said today. | Dr J V Neel discusses new techniques that have made it possible to start screening population for environmental influences that could have genetic effects, conf; discusses pilot project using electrophoresis to detect abnormal blood proteins in Japanese children and young adults whose parents were exposed to radiation during atomic bombings of Hiroshima and Nagasaki; increasing concern by geneticists and other scientists with possibility that some chems released by man into environment may be mutagenic discussed; Neel says there is no evidence that any chem now in use has this effect on man although some mutagens do affect some animals and lower life forms; expresses desirability of having screening project sensitive enough to detect 50% rise in human mutation rate, project that would require blood sample on which 10 tests would be performed from some 365,000 persons annually; cites probable cost of $3.5-million annually | ",657,07/11/1970,  | ," ATOMIC ENERGY AND WEAPONS | RADIATION, EFFECTS AND HAZARDS OF | ENVIRONMENT | BIRTH DEFECTS (CONGENITAL DEFECTS) | ", , 
4fc4755a45c1498b0d9e5d7b,Article, , Genes Found Key Factor in Child Ills ,"WASHINGTON, Nov. 4-- Genetic factors appear to be either primary or ""very significant"" in the illness of one child in five admitted to the pediatric service of one large hospital studied recently, a doctor said here today.WASHINGTON, Nov. 4-- Genetic factors appear to be either primary or ""very significant"" in the illness of one child in five admitted to the pediatric service of one large hospital studied recently, a doctor said here today. | Dr B Childs repts figures on pediatric patients at Johns Hopkins Hosp indicate genetic factors are primary or significant in illness of 1 child in 5, rept to Washington conf on mutagenic effects of drugs; concedes large univ hosp is more likely to see genetic than environmental diseases | ",684,05/11/1970,  | , BIRTH DEFECTS (CONGENITAL DEFECTS) | CHILDREN AND YOUTH | HEALTH AND MEDICAL CARE | , , 
4fc475c845c1498b0d9e80b3,Front Page, ," Dubos, at 70, Will Head a State U. Ecology Unit; Rene Dubos, at 70, Direct Environmental Studies at State University College ","Dr. Rene J. Dubos, the microbiologist and experimental pathologist, has accepted an appointment as university professor and director of environmental studies at the new State University of New York College at Purchase.Dr. Rene J. Dubos, the microbiologist and experimental pathologist, has accepted an appointment as university professor and director of environmental studies at the new State University of New York College at Purchase. | retires as prof at Rockefeller Univ to accept SUNY post on new Purchase campus as univ prof and dir of environmental studies; por | ",939,12/11/1970, Nancy HICKS | ," DUBOS, RENE | ROCKEFELLER UNIVERSITY | NEW YORK, STATE UNIVERSITY OF | ENVIRONMENT | ", , 
4fc475f845c1498b0d9e85eb,Article, , News Summary and Index; The Major Events of the Day , News Summary and Index; The Major Events of the Day ,708,11/11/1970, , , , 
4fc4742f45c1498b0d9e03b9,Article, , 'Tracking' the Trends of Social Change; Marketing Clues Sought in Consumer Behavior ,What do chaos and disorder have to do with marketing snack foods? Or sensuousness and the rejection of hypocrisy with automobiles and toiletries?What do chaos and disorder have to do with marketing snack foods? Or sensuousness and the rejection of hypocrisy with automobiles and toiletries? | article on use of soc trends studied by D Yankelovich mktg research co in determining consumer purchasing trends; illus | ,1098,29/11/1970, Marylin Manning | ," UNITED STATES | ECONOMY | PRODUCTION, DISTRIBUTION, CONSUMPTION | ", UNITED STATES | , 
4fc475fb45c1498b0d9e8a67,Article, ," From 1-A to 4-F And All Points In Between; ""The fact is,"" says Col. Paul Akst, ""that people want to fail and they're finding ways to do it"" From 1-A to 4-F ","KARL BISSINGER, a trim, buoyant, gray-haired man who has been doing draft counseling since 1967 at the Greenwich Village Peace Center in Washington Square Methodist Church, says that as far as he is concerned the change in attitude toward the idea of draft avoidance is very visible.KARL BISSINGER, a trim, buoyant, gray-haired man who has been doing draft counseling since 1967 at the Greenwich Village Peace Center in Washington Square Methodist Church, says that as far as he is concerned the change in attitude toward the idea of draft avoidance is very visible. | KARL BISSINGER, a trim, buoyant, gray-haired man who has  been doing draft counseling since 1967 at the Greenwich Village Peace Center in Washington Square Methodist Church, says that as far as he is concerned the change in attitude toward the idea... | S Braun article on wide variety of draft counseling services throughout US, many of which offer prospective draftees information and advice on ways to avoid induction; illus | ",7398,29/11/1970, Saul BRAUN | ," UNITED STATES ARMAMENT AND DEFENSE | DRAFT, RECRUITMENT AND MOBILIZATION | ", , 
4fc46f9245c1498b0d9cb811,Article, , What We Have Forgotten About Pot; A Pharmacologist's History What we've forgotten about pot Does a less aggressive national ethos lie ahead? , What We Have Forgotten About Pot; A Pharmacologist's History What we've forgotten about pot Does a less aggressive national ethos lie ahead? ,7749,13/12/1970, Solomon SNYDER | , , , 
4fc4722645c1498b0d9d8ae5,Article, , 2 Doctors and 2 Druggists Arrested In Big Prescription Fraud in Bronx ,"Two physicians and two druggists in the Bronx were arrested yesterday and charged with a total of 863 counts involving the illegal prescribing and sale of a potentially dangerous drug known as Doriden.Two physicians and two druggists in the Bronx were arrested yesterday and charged with a total of 863 counts involving the illegal prescribing and sale of a potentially dangerous drug known as Doriden. | Bronx physicians Dr H Schneider and Dr W A Kenna and druggists A Eidus and I Form arrested and charged with total of 863 counts involving illegal prescribing and sale of potentially dangerous drug known as Doriden; Bronx Dist Atty Roberts, in announcing arrests, says pharmacy in High Bridge was 'supermarket where drugs were sold as penny candy'; says case was highly unusual because men had been indicted in part under seldom invoked sec of Pub Health Law requiring that physicians and pharmacists prescribe and sell drugs in good faith; illus | ",782,09/12/1970, Douglas ROBINSON | ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc474e045c1498b0d9e39a0,Article, , Why More Physicians?; More Auxiliary Help And Research Could Fill the Prescription ,"The millions of Americans who have waited long hours to see a physician or who have tried in vain to get one to make a house call will no doubt welcome the recommendation of the Carnegie Commission on Higher Education for a 50 per cent increase in medical school enrollment. Before we swallow this medication whole, however, it would be wise to consider what it will and will not accomplish.The millions of Americans who have waited long hours to see a physician or who have tried in vain to get one to make a house call will no doubt welcome the recommendation of the Carnegie Commission on Higher Education for a 50 per cent increase in medical school enrollment. Before we swallow this medication whole, however, it would be wise to consider what it will and will not accomplish. | The millions of Americans who have waited long hours to see a physician or who have tried in vain to get one to make a house call will no doubt welcome the recommendation of the Carnegie Commission on Higher Education for a 50 per cent increase in... | Prof V R Fuchs comments on Carnegie Comm on Higher Educ recommentation for a 50% increase in med school enrollment; comments on what increase will and will not accomplish; urges caution on fulfilling Comm recommendation because of high costs and likely side effects | ",799,19/12/1970, Victor FUCHS | , UNITED STATES | MEDICINE AND HEALTH | PROFESSIONAL PERSONNEL | , UNITED STATES | , 
4fc46ffb45c1498b0d9cdfac,Article, , Q. Is There a Livable Metropolis? A. They Say It's London; A Livable Metropolis? They Say It's London ,"LONDON, Dec. 18 A spell seems to fall over New Yorkers who visit London a mood of enchantment with the serene tempo of life, the quiet streets, the clean air, the ambience of a city where a brisk afternoon walk may encompass the extraordinary amalgam of bustling Covent Garden, trendy King's ...LONDON, Dec. 18 A spell seems to fall over New Yorkers who visit London a mood of enchantment with the serene tempo of life, the quiet streets, the clean air, the ambience of a city where a brisk afternoon walk may encompass the extraordinary amalgam of bustling Covent Garden, trendy King's ... | LONDON, Dec. 18 A spell seems to fall over New Yorkers who visit London a mood of enchantment with the serene tempo of life, the quiet streets, the clean air, the ambience of a city where a brisk afternoon walk may encompass the extraordinary amalgam... | London's amenities discussed; include serene, relaxed tempo of life, atmosphere of courtesy and tolerance, absence of displays of anger | ",2177,19/12/1970, Bernard Special | , NEW YORK CITY | NEW YORK CITY | LONDON (ENG) | GREAT BRITAIN | SOCIAL CONDITIONS AND WELFARE | DESCRIPTIONS AND IMPRESSIONS | MANNERS AND CUSTOMS | , NEW YORK CITY | NEW YORK CITY | LONDON (ENG) | GREAT BRITAIN | , 
4fc46ffe45c1498b0d9ce3b4,Article, , CITY TO SPONSOR HEROIN RESEARCH; Will Back Program to Find Methadone Replacement ,"Mayor Lindsay announced yesterday that the city would sponsor a major research program to develop a long-lasting, nonaddictive drug for heroin addiction to replace methadone.Mayor Lindsay announced yesterday that the city would sponsor a major research program to develop a long-lasting, nonaddictive drug for heroin addiction to replace methadone. | Lindsay announces that NYC will sponsor major research program to develop long-lasting, non-addictive drug to replace methadone in treating heroin addiction; Health Services Admr Chase says program will initially cost city between $1-million and $2-million | ",251,18/12/1970, ," DRUG ADDICTION, ABUSE AND TRAFFIC | THERAPY FOR ADDICTS | ", , 
4fc4737145c1498b0d9dd8af,Front Page, , Depths of Brain Probed For Sources of Violence; Depths of the Brain Are Probed by Scientists in Search for Sources of Violence ,"WASHINGTON, Dec. 26 He was a policeman in Boston, well-liked in his community and known as a good husband and father.WASHINGTON, Dec. 26 He was a policeman in Boston, well-liked in his community and known as a good husband and father. | Article on current brain research at Mass Gen Hosp into biology of violence; role of brain damage discussed; diagram of brain | ",2694,27/12/1970,  | , CRIME AND CRIMINALS | PSYCHOLOGY AND PSYCHOLOGISTS | BRAIN | , , 
4fc474d745c1498b0d9e322e,Article, , News Summary and Index; The Major Events of the Day Section 1 International National Metropolitan , News Summary and Index; The Major Events of the Day Section 1 International National Metropolitan ,709,27/12/1970, , , , 
4fc4730345c1498b0d9dc5bd,Article, , Effect of Medicaid Cut on California's Poor Is Feared ,"SAN FRANCISCO, Dec. 23-- Drastic cutbacks in California's Medicaid program have gone into effect. In the opinion of many physicians and hospital officials here, the cutbacks will deprive millions of indigent Californians from obtaining all but emergency medical care for at least the next six months.SAN FRANCISCO, Dec. 23-- Drastic cutbacks in California's Medicaid program have gone into effect. In the opinion of many physicians and hospital officials here, the cutbacks will deprive millions of indigent Californians from obtaining all but emergency medical care for at least the next six months. | SAN FRANCISCO, Dec. 23-- Drastic cutbacks in California's Medicaid program have gone into effect. In the opinion of many physicians and hospital officials here, the cutbacks will deprive millions of indigent Californians from obtaining all but... | Drastic cutbacks in Calif's Medicaid program, ordered recently by Gov Reagan because of lack of funds, took effect Dec 15; many drs and hosp execs fear indigent will be barred from all but emergency med care for at least 6 mo; details | ",722,25/12/1970, Sandra Special | , UNITED STATES | MEDICINE AND HEALTH | HEALTH AND HOSPITAL INSURANCE AND RELATED GOVERNMENT AID | , UNITED STATES | , 
4fc4714245c1498b0d9d419a,Front Page, , Government to Grow Marijuana for Tests; U.S. to Grow Its Own Marijuana To Help Scientists in Research ,"The Federal Government has decided to grow its own marijuana -- at a top-secret site.The Federal Government has decided to grow its own marijuana -- at a top-secret site. | Fed Govt to grow its own marijuana, at a top-secret site, for experimental purposes; Natl Inst of Mental Health awards 7 contracts to research labs to produce it and tetrahydrocannabinol (THC), believed to be most active ingredient in drug; Dr Yolles discusses project; says confiscated stocks are inadequate for research projects, that lack of a standardized product prevents studies on effects of long-term usage; recipients of contracts identified | ",648,13/01/1969, Sandra BLAKESLEE | ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc46e4345c1498b0d9c5677,Article, , Lithium vs. Mental Illness; Lithium vs. mental illness ,"UNTIL three years ago, Henry Whiteford, a tall, energetic midtown New York marketing executive, orbited in and out of a succession of high-priced private sanitariums. His condition had been diagnosed by his doctor as a manic-depressive reaction.UNTIL three years ago, Henry Whiteford, a tall, energetic midtown New York marketing executive, orbited in and out of a succession of high-priced private sanitariums. His condition had been diagnosed by his doctor as a manic-depressive reaction. | ",5868,12/01/1969, Edwin DIAMOND | , , , 
4fc4728a45c1498b0d9da5db,Editorial, , Medicine; A Mysterious Cancer Fighter ,WASHINGTON -- Inside its nucleus every living cell has a compete set of instructions for life.WASHINGTON -- Inside its nucleus every living cell has a compete set of instructions for life. | comment on research on interferon | ,709,12/01/1969, , VIRUSES | CANCER | , , 
4fc46e4b45c1498b0d9c5e32,Article, , A CANGER CURBED IN TESTS ON MICE; Credit Given to a Chemical That Also Fights Viruses ,"WASHINGTON, Jan. 7 -- Scientists have found promising anticancer activity in a chemical being tested in the treatment of virus infections.WASHINGTON, Jan. 7 -- Scientists have found promising anticancer activity in a chemical being tested in the treatment of virus infections. | Natl Health Insts drs rept promising anticancer activity in interferon, chem being tested in treatment of virus infections; details | ",512,08/01/1969,  | , VIRUSES | CANCER | , , 
4fc4718045c1498b0d9d5784,Article, ," Text of President's Message to Congress on Federal Budget for Fiscal Year 1970; Outlays in the Budget Reflect Shifting Federal Priorities Both at Home and Abroad Message Cites Increased Spending for Education, Health and Manpower Training President Reports Closer Federal Cooperation With State and Local Governments ","WASHINGTON, Jan. 15 -- Following is the text, photographically reproduced, of President Johnson's Budget Message as presented to Congress today:WASHINGTON, Jan. 15 -- Following is the text, photographically reproduced, of President Johnson's Budget Message as presented to Congress today: | ",14025,16/01/1969,  | ," JOHNSON, LYNDON BAINES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | JOHNSON ADMINISTRATION | POSTAL SERVICE | POSTAL SERVICE | LABOR | HARD-CORE JOBLESS AND SLUM AREAS, PROGRAMS FOR | LABOR | HARD-CORE JOBLESS AND SLUM AREAS, PROGRAMS FOR | UNITED STATES ARMAMENT AND DEFENSE | BUDGET | UNITED STATES ARMAMENT AND DEFENSE | BUDGET | SOCIAL CONDITIONS AND WELFARE | DEPARTMENTS AND AGENCIES | FINANCES | DEBT | EMPLOYES AND OFFICIALS | SALARIES | FINANCES | BUDGET | POLITICS AND GOVERNMENT | EDUCATION AND SCHOOLS | RACIAL INTEGRATION - PROGRAMS FOR SOCIALLY HANDICAPPED | SOCIAL INSURANCE | PREGNANCY, OBSTETRICS AND MATERNAL WELFARE | WELFARE WORK | HANDICAPPED | CHILDREN AND YOUTH | HEALTH AND MEDICAL CARE | URBAN AREAS | TAXATION | FEDERAL | TAXATION | FEDERAL | EXCISE TAXES | TAXATION | FEDERAL | INCOME TAX | ", UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc46d5f45c1498b0d9c18a7,Article, , DRUG AID BACKED UNDER MEDICARE; Cohen Asks Congress for New Coverage for Elderly ,"WASHINGTON, Jan. 14 -- The Department of Health, Education and Welfare has recommended to Congress that some important out-of-hospital drugs for elderly patients be paid for under Medicare.WASHINGTON, Jan. 14 -- The Department of Health, Education and Welfare has recommended to Congress that some important out-of-hospital drugs for elderly patients be paid for under Medicare. | HEW Dept Sec Cohen asks Cong to include some important out-of-hosp prescription drugs for aged under Medicare; acts on rept of group studying subject for 1 1/2 yrs; details | ",622,15/01/1969,  | , DRUGS AND DRUG TRADE | , , 
4fc470d345c1498b0d9d1d8a,Article, , A Medical Program for the Tourist; A Medical Program for the American Tourist ,"The medical care and feeding of the American tourist in preparation for his trip abroad and in tile odd corners of the world is a highly debatable subject. Every well-traveled tourist has his own ideas for a traveling medicine kit, and few doctors agree on just what preventive inoculations and immunizations to give in advance.The medical care and feeding of the American tourist in preparation for his trip abroad and in tile odd corners of the world is a highly debatable subject. Every well-traveled tourist has his own ideas for a traveling medicine kit, and few doctors agree on just what preventive inoculations and immunizations to give in advance. | The medical care and feeding of the American tourist in preparation for his trip abroad and in tile odd corners of the world is a highly debatable subject. Every well-traveled tourist has his own ideas for a traveling medicine kit, and few doctors... | Condensation of Dr K M Cahill address to NY Travel Writers Assn on precautions to be taken by tourists against tropical ailments | ",5221,02/02/1969, , TRAVEL AND VACATIONS | , , 
4fc46c0245c1498b0d9bb245,Front Page,Health, Marijuana Still a Mystery to Scientists; Scientists Disturbed by Lack of Knowledge About Effects of Marijuana ,"In Chapel Hill, N.C., a scientist injects a substance into the tail of a mouse, exposes the tail to a hot light and watches to see how long it takes for the animal to react to pain.In Chapel Hill, N.C., a scientist injects a substance into the tail of a mouse, exposes the tail to a hot light and watches to see how long it takes for the animal to react to pain. | NY Times survey on research on marijuana and its effects (S Fox): finds much of what is widely believed about drug is based on myth and confusion, that area has been poorly researched; ints with researchers reveal long-term physiological and psychological effects of smoking marijuana are not yet known, that there is some evidence that smoking it reduces motivation in youngsters and that there is little evidence to support popular myth that using it leads to craving for addicting drugs like heroin; Dr W F Gerber repts malformations in animals appear linked to injection of large doses of marijuana but says no systematic studies have been conducted for possible links between birth defects and marijuana smoking in humans; Dr M Fink doubts drug is gravely harmful, int; views of other researchers cited | ",2978,02/02/1969, Sylvan FOX | ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc46f5f45c1498b0d9caddd,Editorial, , Medicine; Trouble for the 'Speedsters' ,"The college student who gobbles dexedrine pills to stay awake during exam week, the overweight housewife hooked on appetite killers, the truckdriver who relies on ""bennies"" to keep him awake on long trips, and the East Village mainliner who shoots ""speed"" into his veins to achieve the highest of all highs, all have this in common:The college student who gobbles dexedrine pills to stay awake during exam week, the overweight housewife hooked on appetite killers, the truckdriver who relies on ""bennies"" to keep him awake on long trips, and the East Village mainliner who shoots ""speed"" into his veins to achieve the highest of all highs, all have this in common: | The college student who gobbles dexedrine pills to stay awake during exam week, the overweight housewife hooked on appetite killers, the truckdriver who relies on ""bennies"" to keep him awake on long trips, and the East Village mainliner who shoots... | Amphetamines use and effects discussed | ",636,02/02/1969, ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc46f5d45c1498b0d9caa15,Article, , Symposium Today to Study Noise Pollution Rise; Growing Problem of Effects on Man Said to Go Beyond the Loss of Hearing ,"WASHINGTON, Feb. 27 -""Modern man can no longer escape from noise. He is surrounded by a multitude of noise. He is surrounded by a multitude of noise sources in his home, office and place of work, which in turn are under the constant bombardment of noise from aircraft, traffic and scores of other outdoor sources.WASHINGTON, Feb. 27 -""Modern man can no longer escape from noise. He is surrounded by a multitude of noise. He is surrounded by a multitude of noise sources in his home, office and place of work, which in turn are under the constant bombardment of noise from aircraft, traffic and scores of other outdoor sources. | WASHINGTON, Feb. 27 -""Modern man can no longer escape from noise. He is surrounded by a multitude of noise. He is surrounded by a multitude of noise sources in his home, office and place of work, which in turn are under the constant bombardment of... | Natl Council on Noise Abatement to hold symposium in Washington; US Pub Health Service aide Dr A Cohen says study of health status of communities near high-level noisemakers has never been studied; says there is evidence that some effects do not disappear with adaptation to noise | ",503,28/02/1969,  | , NOISE | , , 
4fc46d9145c1498b0d9c28ab,Article, , FLORIDA UPHOLDS DRUG ADVERTISING; Power of Board to Revoke Store License Is Upset ,"ST. PETERSBURG, Fla., March 1 -- A 1967 statute giving the Florida Board of Pharmacy authority to revoke the permit of any retail store that ""promotes or advertises the use or sale of prescription drugs"" was ruled invalid by the State Supreme Court this week.ST. PETERSBURG, Fla., March 1 -- A 1967 statute giving the Florida Board of Pharmacy authority to revoke the permit of any retail store that ""promotes or advertises the use or sale of prescription drugs"" was ruled invalid by the State Supreme Court this week. | ST. PETERSBURG, Fla., March 1 -- A 1967 statute giving the Florida Board of Pharmacy authority to revoke the permit of any retail store that ""promotes or advertises the use or sale of prescription drugs"" was ruled invalid by the State Supreme Court... | Fla Sup Ct rules invalid '67 law giving Fla Pharmacy Bd right to revoke permit of retail store that promotes or advertises prescription drugs; rules in favor of Webb's City Inc; all states but Ohio have similar laws; Pharmaceutical Mfrs Assn early approval of such ad and '68 switch to opposition noted | ",491,02/03/1969,  | , DRUGS AND DRUG TRADE | , , 
4fc46cad45c1498b0d9be595,Front Page, ," Drug Use Rises in City's High Schools; Use of Illegal Drugs, Particularly Marijuana, Found on Rise in City High Schools ","The use of illegal drugs, particularly marijuana, has soared among students in the city's public and private high schools and has reached a point where open use, even in school buildings, is steadily growing.The use of illegal drugs, particularly marijuana, has soared among students in the city's public and private high schools and has reached a point where open use, even in school buildings, is steadily growing. | Survey shows soaring use of drugs among NYC pub and private hs students with marijuana most widely used by teen-agers, more dangerous drugs in far less widespread use; finds heroin and other narcotics used mostly by low-income Negro and Puerto Rican students while LSD and other hallucinogens are used mostly by white; reveals experimentation with marijuana has spread rapidly throughout middle-class and upper-class student bodies, that parents' med cabinets are often source of stimulant and depressant pills that students take for 'kicks'; authorities voice concern over casual and apparently fearless attitude on drugs displayed by an increasing number of teenagers; views of some educators cited: glossary of major illegal drugs, how they are used, their popular names, and effects | ",3069,10/03/1969, James STERBA | ," DRUG ADDICTION, ABUSE AND TRAFFIC | ", , 
4fc469ab45c1498b0d9b00a4,Article, , Spain Is Still Afraid of Itself; Spain is still afraid of itself ,"GREGORIO PECES-BARBA, a young lawyer from Madrid, was walking up and down the stretch of road that leads into Villafranca de Montes de Oca, a village in the hills of Burgos Province. With him on this January day six weeks ago was his mother, a sturdy old woman who has known various kinds of adversity.GREGORIO PECES-BARBA, a young lawyer from Madrid, was walking up and down the stretch of road that leads into Villafranca de Montes de Oca, a village in the hills of Burgos Province. With him on this January day six weeks ago was his mother, a sturdy old woman who has known various kinds of adversity. | GREGORIO PECES-BARBA, a young lawyer from Madrid, was walking up and down the stretch of road that leads into Villafranca de Montes de Oca, a village in the hills of Burgos Province. With him on this January day six weeks ago was his mother, a sturdy... | article on reaction of Spaniards to new edict; holds any easing of restrictions depends on Franco and his health; illus | ",4663,09/03/1969, Richard EDER | , SPAIN | POLITICS AND GOVERNMENT | , SPAIN | , 
4fc4699645c1498b0d9af9d1,Article, ," The state of the boy, 1969 ","R Kramer article on US-financed study by Dr D Offer on current behavioral modes of 'normal' middle-class Amer teen-age boys; cartoons; study finds most functioning well within secure home environments, with rebellion confined to socially acceptable...R Kramer article on US-financed study by Dr D Offer on current behavioral modes of 'normal' middle-class Amer teen-age boys; cartoons; study finds most functioning well within secure home environments, with rebellion confined to socially acceptable... | R Kramer article on US-financed study by Dr D Offer on current behavioral modes of 'normal' middle-class Amer teen-age boys; cartoons; study finds most functioning well within secure home environments, with rebellion confined to socially acceptable patterns | ",3753,30/03/1969, Rita KRAMER | , CHILDREN AND YOUTH | BEHAVIOR AND TRAINING | , , 
